hostname,default_flag,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,0,1,1.1,2009,0.1,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,1.510000,0.060000,-0.050000,0.2,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,3432.40000,381.40000,-413.20000,0.3,10.80000,1.20000,-1.30000,0.4,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,0.5,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,1.70,0.40,-0.30,0.6,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,229.2745954,71.8239428,125.3210000,1.9765000,-1.9765000,5.0130000,0.0050000,-0.0050000,1.9390000,0.2700000,-0.2700000,4.5621600,0.0039035,-0.0039035
TOI-824,1.0,1.0,1.0,2020.0,0.0,1.392978,1.8e-05,-1.7e-05,0.0,0.02177,0.00032,-0.00032,0.0,2.926,0.202,-0.191,0.0,0.261,0.018,-0.017,0.0,18.467,1.843,-1.875,0.0,0.0581,0.0058,-0.0059,0.0,0.0,0.0,0.0,0.0,412.0,51.0,-46.0,0.0,1253.0,38.0,-37.0,0.0,0.0,4600.0,110.0,-100.0,0.0,0.69,0.03,-0.03,0.0,0.71,0.03,-0.03,0.0,-0.092,0.076,-0.077,0.0,4.61,0.03,-0.03,0.0,222.1654705,-57.5888666,63.9262,0.1435,-0.1428,11.314,0.015,-0.015,8.432,0.038,-0.038,10.7616,0.000374,-0.000374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-833,1.0,1.0,1.0,2022.0,0.0,1.0418777,3.24e-05,-3.24e-05,0.0,0.0171,0.0003,-0.0003,0.0,1.27,0.07,-0.07,0.0,0.113,0.006,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.0,49.0,-49.0,0.0,0.0,3920.0,160.0,-160.0,0.0,0.6,0.02,-0.02,0.0,0.61,0.03,-0.03,0.0,0.0,0.0,0.0,0.0,4.67,0.04,-0.04,0.0,145.645472,-62.4758857,41.7148,0.0418,-0.0418,11.724,0.014,-0.014,8.146,0.017,-0.017,11.075,0.00055,-0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-837,1.0,1.0,1.0,2020.0,0.0,8.3248762,1.57e-05,-1.57e-05,0.0,0.0,0.0,0.0,0.0,8.631,1.009,-1.009,0.0,0.77,0.09,-0.09,0.0,381.396,0.0,0.0,1.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6047.0,162.0,-162.0,0.0,1.02,0.08,-0.08,0.0,1.12,0.06,-0.06,0.0,-0.069,0.042,-0.042,0.0,4.47,0.05,-0.05,0.0,157.0372806,-64.5052107,142.488,0.461,-0.458,10.635,0.007,-0.007,8.933,0.026,-0.026,10.356,0.000667,-0.000667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-849,1.0,1.0,1.0,2020.0,0.0,0.76552414,2.62e-06,-2.79e-06,0.0,0.01598,0.00013,-0.00014,0.0,3.444,0.157,-0.115,0.0,0.307,0.014,-0.01,0.0,39.09,2.66,-2.55,0.0,0.12299,0.00837,-0.00802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5373.8,42.5,-41.2,0.0,0.92,0.03,-0.02,0.0,0.93,0.02,-0.02,0.0,0.19,0.03,-0.03,0.0,4.48,0.03,-0.04,0.0,28.7157956,-29.4217086,225.734,1.569,-1.547,11.981,0.034,-0.034,10.418,0.023,-0.023,12.0645,0.000187,-0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-892,1.0,1.0,1.0,2020.0,0.0,10.62656,7e-05,-7e-05,0.0,0.092,0.005,-0.005,0.0,11.994,0.224,-0.224,0.0,1.07,0.02,-0.02,0.0,301.9385,22.2481,-22.2481,0.0,0.95,0.07,-0.07,0.0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1397.0,40.0,-40.0,0.0,0.0,6261.0,80.0,-80.0,0.0,1.39,0.02,-0.02,0.0,1.28,0.03,-0.02,0.0,0.24,0.05,-0.05,0.0,4.26,0.02,-0.02,0.0,86.738228,-11.2353401,340.543,4.894,-4.76,11.43,0.014,-0.014,10.106,0.019,-0.019,11.3435,0.000463,-0.000463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-905,1.0,1.0,1.0,2020.0,0.0,3.739494,3.8e-05,-3.8e-05,0.0,0.04666,0.00096,-0.0011,0.0,13.126,0.594,-0.572,0.0,1.171,0.053,-0.051,0.0,211.99261,13.34886,-13.03103,0.0,0.667,0.042,-0.041,0.0,0.024,0.025,-0.017,0.0,337.0,46.0,-38.0,0.0,1192.0,39.0,-36.0,0.0,0.0,5570.0,150.0,-140.0,0.0,0.92,0.04,-0.04,0.0,0.97,0.06,-0.07,0.0,0.14,0.22,-0.18,0.0,4.5,0.03,-0.03,0.0,227.6586754,-71.3616316,158.649,0.725,-0.718,11.08,0.014,-0.014,9.448,0.019,-0.019,11.0813,0.000414,-0.000414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-942,2.0,6.0,4.0,4040.0,0.0,14.48062,9.9e-05,-0.00010899999999999999,0.0,0.13266,0.0019299999999999999,-0.00175,0.0,10.6,0.39,-0.38,0.0,0.946,0.035,-0.034,0.0,1620.933,0.0,0.0,2.0,5.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9856.0,250.0,-170.0,0.0,2.04,0.04,-0.04,0.0,1.58,0.08,-0.06,0.0,-0.442,0.262,-0.152,0.0,8.62,0.06,-0.06,0.0,153.2992344,-40.4912252,305.202,1.39,-1.378,23.964,0.052,-0.052,19.278,0.046,-0.046,23.2692,0.003142,-0.003142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-954,1.0,1.0,1.0,2020.0,0.0,3.6849729,2.7e-06,-2.8e-06,0.0,0.04963,0.00089,-0.0009,0.0,9.55,0.594,-0.695,0.0,0.852,0.053,-0.062,0.0,55.30242,5.72094,-5.40311,0.0,0.174,0.018,-0.017,0.0,0.14,0.18,-0.11,0.0,1393.0,66.0,-62.0,0.0,1526.0,123.0,-164.0,0.0,0.0,5710.0,53.0,-49.0,0.0,1.89,0.08,-0.08,0.0,1.2,0.07,-0.06,0.0,0.215,0.05,-0.051,0.0,3.96,0.03,-0.02,0.0,61.9410587,-25.2088028,238.768,1.905,-1.875,10.343,0.005,-0.005,8.779,0.023,-0.023,10.2321,0.000223,-0.000223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WASP-126,1.0,1.0,2.0,2019.0,0.0,7.63,0.17,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.2,24.6,-24.6,0.0,0.20199,0.0774,-0.0774,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5800.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.374706,-69.2265926,216.526,0.936,-0.928,10.994,0.012,-0.012,9.598,0.021,-0.021,11.0665,0.000306,-0.000306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WASP-18,1.0,2.0,2.0,2019.0,0.0,2.1558,0.0064,-0.0064,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2,12.3,-12.3,0.0,0.17368,0.0387,-0.0387,0.0,0.015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3544618,-45.6777937,123.483,0.371,-0.369,9.28,0.03,-0.03,8.131,0.027,-0.027,9.16617,0.000236,-0.000236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WD 1856+534,1.0,3.0,1.0,2020.0,0.0,1.4079405,1.1e-06,-1.1e-06,0.0,0.0204,0.0012,-0.0012,0.0,10.4,1.0,-1.0,0.0,0.928,0.089,-0.089,0.0,4386.054,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,-0.02,0.0,163.0,14.0,-18.0,0.0,0.0,4710.0,60.0,-60.0,0.0,0.01,0.0,0.0,0.0,0.52,0.06,-0.06,0.0,0.0,0.0,0.0,0.0,7.92,0.03,-0.03,0.0,284.415675,53.5090244,24.7359,0.0435,-0.0433,17.244,0.046,-0.046,15.548,0.186,-0.186,16.958,0.000967,-0.000967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
