hostname,default_flag,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,0,1,1.1,2009,0.1,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,1.510000,0.060000,-0.050000,0.2,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,3432.40000,381.40000,-413.20000,0.3,10.80000,1.20000,-1.30000,0.4,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,0.5,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,1.70,0.40,-0.30,0.6,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,229.2745954,71.8239428,125.3210000,1.9765000,-1.9765000,5.0130000,0.0050000,-0.0050000,1.9390000,0.2700000,-0.2700000,4.5621600,0.0039035,-0.0039035
TOI-1231,1.0,1.0,1.0,2021.0,0.0,24.245586,6.4e-05,-6.6e-05,0.0,0.1288,0.0021,-0.0022,0.0,3.65,0.16,-0.15,0.0,0.326,0.014,-0.013,0.0,15.4,3.3,-3.3,0.0,0.04845,0.01038,-0.01038,0.0,0.087,0.12,-0.061,0.0,1.93,0.1,-0.1,0.0,330.0,4.0,-4.0,0.0,0.0,3553.0,51.0,-52.0,0.0,0.48,0.01,-0.01,0.0,0.48,0.02,-0.02,0.0,0.041,0.069,-0.063,0.0,4.77,0.03,-0.04,0.0,156.74726,-52.4678724,27.6227,0.0609,-0.0609,12.36,0.2,-0.2,8.069,0.026,-0.026,11.36,0.000922,-0.000922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1235,1.0,1.0,1.0,2020.0,0.0,3.444717,4e-05,-4.2e-05,0.0,0.03826,0.00048,-0.00049,0.0,1.694,0.08,-0.077,0.0,0.151,0.007,-0.007,0.0,5.9,0.62,-0.61,0.0,0.01856,0.00195,-0.00192,0.0,0.0,0.0,0.0,0.0,60.3,1.6,-1.5,0.0,775.0,13.0,-13.0,0.0,0.0,3997.0,51.0,-51.0,0.0,0.62,0.02,-0.02,0.0,0.63,0.02,-0.02,0.0,0.33,0.16,-0.16,0.0,4.64,0.04,-0.04,0.0,152.2182549,69.2766204,39.6345,0.0478,-0.0478,11.495,0.056,-0.056,7.893,0.023,-0.023,10.8492,0.000519,-0.000519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1246,4.0,4.0,16.0,8088.0,0.0,66.789084,0.001583,-0.001583,0.0,0.45199999999999996,0.015,-0.015,0.0,12.809999999999999,0.39,-0.39,0.0,1.143,0.034,-0.034,0.0,37.0,6.3,-6.3,0.0,0.11643,0.01983,-0.01983,0.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,2863.0,0.0,0.0,0.0,2.0,20604.0,400.0,-400.0,0.0,3.44,0.2,-0.2,0.0,3.48,0.12,-0.12,0.0,0.68,0.24,-0.24,0.0,17.6,0.4,-0.4,0.0,1004.4634808,281.7199668,677.688,2.692,-2.676,46.528,0.096,-0.096,39.628,0.144,-0.144,46.9164,0.000636,-0.000636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-125,3.0,3.0,9.0,6058.0,0.0,33.78441,0.006030000000000001,-0.00673,0.0,0.27026,0.00436,-0.0042699999999999995,0.0,8.415,0.34500000000000003,-0.34500000000000003,0.0,0.75,0.031,-0.031,0.0,29.73,3.07,-3.07,0.0,0.09354,0.00966,-0.00966,0.0,0.42800000000000005,0.199,-0.145,0.0,289.29,13.71,-13.71,0.0,2503.0,27.0,-27.0,0.0,0.0,15960.0,117.0,-117.0,0.0,2.55,0.03,-0.03,0.0,2.58,0.12,-0.12,0.0,-0.06,0.09,-0.09,0.0,13.559999999999999,0.06,-0.06,0.0,70.78027589999999,-200.0290485,333.177,1.332,-1.32,33.069,0.024,-0.024,26.985,0.063,-0.063,32.153999999999996,0.0012330000000000002,-0.0012330000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1259 A,1.0,2.0,1.0,2021.0,0.0,3.477978,1.9e-06,-1.7e-06,0.0,0.0407,0.00114,-0.0011,0.0,11.456,0.336,-0.303,0.0,1.022,0.03,-0.027,0.0,140.16233,15.57359,-14.93794,0.0,0.441,0.049,-0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,21.0,-21.0,0.0,0.0,4775.0,100.0,-100.0,0.0,0.71,0.02,-0.02,0.0,0.74,0.06,-0.06,0.0,-0.5,0.5,-0.5,0.0,4.61,0.01,-0.01,0.0,282.1001665,79.2564761,118.106,0.375,-0.372,12.079,0.046,-0.046,9.619,0.018,-0.018,11.8104,0.000852,-0.000852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1260,2.0,2.0,4.0,4042.0,0.0,10.62073,0.000197,-0.000168,0.0,0.10220000000000001,0.0060999999999999995,-0.0101,0.0,5.16,0.26,-0.24,0.0,0.46099999999999997,0.023,-0.020999999999999998,0.0,20.4,4.8,-4.7,0.0,0.06419,0.015099999999999999,-0.014790000000000001,0.0,0.0,0.0,0.0,0.0,119.4,28.8,-15.9,0.0,1503.0,82.0,-54.0,0.0,0.0,8454.0,170.0,-170.0,0.0,1.3,0.02,-0.02,0.0,1.32,0.02,-0.02,0.0,-0.2,0.14,-0.14,0.0,9.14,0.1,-0.1,0.0,314.2881424,131.7083972,147.1954,0.3214,-0.3202,23.844,0.068,-0.068,17.9,0.044,-0.044,23.1486,0.001072,-0.001072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1266,2.0,2.0,4.0,4040.0,0.0,29.696353000000002,0.000737,-0.0007559999999999999,0.0,0.1794,0.0039,-0.0040999999999999995,0.0,3.93,0.31,-0.25,0.0,0.35,0.027,-0.023,0.0,15.7,13.0,-10.5,0.0,0.0494,0.0409,-0.03304,0.0,0.13,0.09,-0.08,0.0,7.2,1.5,-1.2000000000000002,0.0,757.0,36.0,-36.0,0.0,2.0,7200.0,300.0,-300.0,0.0,0.84,0.04,-0.04,0.0,0.9,0.06,-0.06,0.0,-1.0,1.0,-1.0,0.0,9.7,0.1,-0.1,0.0,395.9931666,131.6673946,72.0236,0.059,-0.059,25.882,0.098,-0.098,17.68,0.04,-0.04,24.2444,0.000498,-0.000498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1268,1.0,1.0,1.0,2022.0,0.0,8.1577094,4.5e-06,-4.5e-06,0.0,0.0711,0.0063,-0.0058,0.0,9.1,0.6,-0.6,0.0,0.812,0.054,-0.054,0.0,96.4,8.2,-8.3,0.0,0.30331,0.0258,-0.02611,0.0,0.105,0.04,-0.039,0.0,0.0,0.0,0.0,0.0,919.0,30.0,-31.0,0.0,0.0,5300.0,100.0,-100.0,0.0,0.92,0.06,-0.06,0.0,0.96,0.04,-0.04,0.0,0.36,0.06,-0.06,0.0,4.55,0.1,-0.1,0.0,198.3885831,62.3053799,109.557,0.545,-0.54,10.92,0.008,-0.008,8.911,0.014,-0.014,10.692,0.000739,-0.000739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1278,1.0,1.0,1.0,2021.0,0.0,14.47567,0.00021,-0.00021,0.0,0.095,0.001,-0.001,0.0,12.218,2.69,-2.242,0.0,1.09,0.24,-0.2,0.0,5879.82553,158.9142,-158.9142,0.0,18.5,0.5,-0.5,0.0,0.013,0.004,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3799.0,42.0,-42.0,0.0,0.57,0.01,-0.01,0.0,0.54,0.02,-0.02,0.0,-0.01,0.28,-0.28,0.0,4.68,0.1,-0.1,0.0,320.4784442,35.648625,75.5759,0.15495,-0.15495,13.502,0.093,-0.093,9.735,0.012,-0.012,12.7543,0.000271,-0.000271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1296,1.0,1.0,1.0,2021.0,0.0,3.9443715,5.8e-06,-5.8e-06,0.0,0.0497,0.0023,-0.0028,0.0,13.798,0.347,-0.347,0.0,1.231,0.031,-0.031,0.0,94.71287,12.39531,-12.39531,0.0,0.298,0.039,-0.039,0.0,0.055,0.061,-0.038,0.0,0.0,0.0,0.0,0.0,1562.0,43.0,-31.0,0.0,0.0,5603.0,47.0,-47.0,0.0,1.66,0.04,-0.04,0.0,1.17,0.14,-0.14,0.0,0.44,0.04,-0.04,0.0,4.05,0.1,-0.1,0.0,256.7706392,70.2384806,323.265,2.845,-2.797,11.37,0.019,-0.019,9.742,0.016,-0.016,11.2912,0.000315,-0.000315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1298,1.0,1.0,1.0,2021.0,0.0,4.537164,1.2e-05,-1.2e-05,0.0,0.059,0.0023,-0.0023,0.0,9.427,0.235,-0.235,0.0,0.841,0.021,-0.021,0.0,113.14691,10.17051,-10.17051,0.0,0.356,0.032,-0.032,0.0,0.032,0.034,-0.023,0.0,0.0,0.0,0.0,0.0,1388.0,24.0,-24.0,0.0,0.0,5889.0,43.0,-43.0,0.0,1.41,0.03,-0.03,0.0,1.44,0.1,-0.1,0.0,0.49,0.03,-0.03,0.0,4.39,0.08,-0.08,0.0,241.3229012,70.1900397,319.036,2.001,-1.978,11.889,0.022,-0.022,10.012,0.016,-0.016,11.4038,0.000268,-0.000268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-132,1.0,1.0,1.0,2020.0,0.0,2.1097019,1.2e-05,-1.1e-05,0.0,0.026,0.002,-0.003,0.0,3.42,0.13,-0.14,0.0,0.305,0.012,-0.012,0.0,22.4,1.9,-1.92,0.0,0.07048,0.00598,-0.00604,0.0,0.059,0.05,-0.037,0.0,860.0,0.0,0.0,0.0,1395.0,52.0,-72.0,0.0,0.0,5397.0,46.0,-46.0,0.0,0.9,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,0.16,0.1,-0.1,0.0,4.48,0.23,-0.23,0.0,338.3996623,-43.436872,163.678,0.993,-0.981,11.197,0.013,-0.013,9.646,0.023,-0.023,11.3208,0.000702,-0.000702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1333,1.0,2.0,1.0,2021.0,0.0,4.720219,1.1e-05,-1.1e-05,0.0,0.0626,0.0011,-0.0012,0.0,15.648,0.628,-0.605,0.0,1.396,0.056,-0.054,0.0,753.2571,76.2792,-76.2792,0.0,2.37,0.24,-0.24,0.0,0.073,0.092,-0.052,0.0,0.0,0.0,0.0,0.0,1679.0,35.0,-34.0,0.0,0.0,6274.0,97.0,-97.0,0.0,1.93,0.06,-0.06,0.0,1.46,0.08,-0.08,0.0,0.119,0.078,-0.077,0.0,4.03,0.03,-0.03,0.0,325.0145363,48.4067674,200.492,1.202,-1.188,9.438,0.003,-0.003,8.272,0.024,-0.024,9.35039,0.000213,-0.000213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1338,1.0,2.0,1.0,2020.0,0.0,95.174,0.031,-0.035,0.0,0.4607,0.0084,-0.0088,0.0,6.85,0.19,-0.19,0.0,0.611,0.017,-0.017,0.0,33.0,20.3,-19.6,0.0,0.10383,0.06387,-0.06167,0.0,0.088,0.0043,-0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.0,80.0,-80.0,0.0,1.33,0.02,-0.03,0.0,1.13,0.07,-0.07,0.0,0.01,0.05,-0.05,0.0,4.0,0.08,-0.08,0.0,92.1330955,-59.5409853,399.017,3.162,-3.113,11.722,0.022,-0.022,10.635,0.021,-0.021,11.8764,0.000174,-0.000174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1411,1.0,1.0,1.0,2022.0,0.0,1.4520358,9.8e-06,-9.8e-06,0.0,0.023,0.0026,-0.0026,0.0,1.36,0.16,-0.16,0.0,0.121,0.014,-0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,59.0,-59.0,0.0,0.0,4266.0,100.0,-100.0,0.0,0.66,0.1,-0.1,0.0,0.59,0.23,-0.23,0.0,0.0,0.0,0.0,0.0,4.73,0.1,-0.1,0.0,232.946047,47.0555507,32.4778,0.0225,-0.0225,10.51,0.03,-0.03,7.25,0.021,-0.021,9.87723,0.000526,-0.000526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1431,1.0,1.0,1.0,2021.0,0.0,2.650237,3e-06,-3e-06,0.0,0.046,0.002,-0.002,0.0,16.701,0.56,-0.56,0.0,1.49,0.05,-0.05,0.0,991.62463,57.20911,-57.20911,0.0,3.12,0.18,-0.18,0.0,0.0022,0.003,-0.0016,0.0,5300.0,500.0,-470.0,0.0,2370.0,70.0,-70.0,0.0,0.0,7690.0,400.0,-250.0,0.0,1.92,0.07,-0.07,0.0,1.9,0.1,-0.08,0.0,0.09,0.03,-0.03,0.0,4.15,0.04,-0.04,0.0,316.2036922,55.5880221,148.925,1.034,-1.02,8.03,0.03,-0.03,7.439,0.029,-0.029,7.97561,0.000252,-0.000252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1442,1.0,1.0,1.0,2022.0,0.0,0.4090677,3e-07,-3e-07,0.0,0.0071,0.0002,-0.0002,0.0,1.17,0.06,-0.06,0.0,0.104,0.005,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,54.0,-54.0,0.0,0.0,3330.0,160.0,-160.0,0.0,0.31,0.01,-0.01,0.0,0.29,0.02,-0.02,0.0,0.0,0.0,0.0,0.0,4.92,0.04,-0.04,0.0,287.2921006,74.1742762,41.1659,0.0618,-0.0615,15.39,0.2,-0.2,10.089,0.02,-0.02,13.7652,0.000485,-0.000485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1444,1.0,1.0,2.0,2021.0,0.0,0.4702694,4.4e-06,-4.4e-06,0.0,0.0,0.0,0.0,0.0,1.397,0.064,-0.064,0.0,0.125,0.006,-0.006,0.0,3.87,0.71,-0.71,0.0,0.01218,0.00223,-0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5430.0,90.0,-90.0,0.0,0.91,0.02,-0.02,0.0,0.93,0.04,-0.04,0.0,0.13,0.06,-0.06,0.0,4.49,0.03,-0.03,0.0,305.4749252,70.9437054,125.463,0.337,-0.335,10.936,0.009,-0.009,9.061,0.021,-0.021,10.6417,0.000261,-0.000261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1478,1.0,1.0,1.0,2021.0,0.0,10.180249,1.5e-05,-1.5e-05,0.0,0.0903,0.0018,-0.0013,0.0,11.882,0.448,-0.437,0.0,1.06,0.04,-0.039,0.0,270.47333,16.52716,-14.93801,0.0,0.851,0.052,-0.047,0.0,0.024,0.032,-0.017,0.0,0.0,0.0,0.0,0.0,918.0,11.0,-11.0,0.0,0.0,5597.0,83.0,-82.0,0.0,1.05,0.03,-0.03,0.0,0.95,0.06,-0.04,0.0,0.078,0.072,-0.066,0.0,4.37,0.04,-0.03,0.0,126.4337428,-13.5595485,152.892,0.915,-0.905,10.723,0.009,-0.009,9.201,0.021,-0.021,10.6624,0.000217,-0.000217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
